PAY ITEM,"CODED PAY ITEMS FOR THE Jan 17, 2020 LETTING DESCRIPTION",UNIT,ABBREVIATION,S
M6640810,"CHAIN LINK GATES, 2.4M X 1.2M SINGLE",EACH   ,CH LK GATE 2.4X1.2 SL,
M6640820,"CHAIN LINK GATES, 2.4M X 1.5M SINGLE",EACH   ,CH LK GATE 2.4X1.5 SL,
M6640830,"CHAIN LINK GATES, 2.4M X 1.8M SINGLE",EACH   ,CH LK GATE 2.4X1.8 SL,
M6640840,"CHAIN LINK GATES, 2.4M X 2.1M SINGLE",EACH   ,CH LK GATE 2.4X2.1 SL,
M6640850,"CHAIN LINK GATES, 2.4M X 2.4M SINGLE",EACH   ,CH LK GATE 2.4X2.4 SL,
M6640860,"CHAIN LINK GATES, 2.4M X 2.7M SINGLE",EACH   ,CH LK GATE 2.4X2.7 SL,
M6640870,"CHAIN LINK GATES, 2.4M X 3.0M SINGLE",EACH   ,CH LK GATE 2.4X3.0 SL,
M6640880,"CHAIN LINK GATES, 2.4M X 3.3M SINGLE",EACH   ,CH LK GATE 2.4X3.3 SL,
M6640890,"CHAIN LINK GATES, 2.4M X 3.7M SINGLE",EACH   ,CH LK GATE 2.4X3.7 SL,
M6641400,"CHAIN LINK GATES, 1.2M X 2.4M DOUBLE",EACH   ,CH LK GATE 1.2X2.4 DB,
M6641410,"CHAIN LINK GATES, 1.2M X 3.0M DOUBLE",EACH   ,CH LK GATE 1.2X3.0 DB,
M6641420,"CHAIN LINK GATES, 1.2M X 3.7M DOUBLE",EACH   ,CH LK GATE 1.2X3.7 DB,
M6641430,"CHAIN LINK GATES, 1.2M X 4.3M DOUBLE",EACH   ,CH LK GATE 1.2X4.3 DB,
M6641440,"CHAIN LINK GATES, 1.2M X 4.9M DOUBLE",EACH   ,CH LK GATE 1.2X4.9 DB,
M6641450,"CHAIN LINK GATES, 1.2M X 5.5M DOUBLE",EACH   ,CH LK GATE 1.2X5.5 DB,
M6641460,"CHAIN LINK GATES, 1.2M X 6.1M DOUBLE",EACH   ,CH LK GATE 1.2X6.1 DB,
M6641470,"CHAIN LINK GATES, 1.2M X 6.7M DOUBLE",EACH   ,CH LK GATE 1.2X6.7 DB,
M6641480,"CHAIN LINK GATES, 1.2M X 7.3M DOUBLE",EACH   ,CH LK GATE 1.2X7.3 DB,
M6641500,"CHAIN LINK GATES, 1.5M X 2.4M DOUBLE",EACH   ,CH LK GATE 1.5X2.4 DB,
M6641510,"CHAIN LINK GATES, 1.5M X 3.0M DOUBLE",EACH   ,CH LK GATE 1.5X3.0 DB,
M6641520,"CHAIN LINK GATES, 1.5M X 3.7M DOUBLE",EACH   ,CH LK GATE 1.5X3.7 DB,
M6641530,"CHAIN LINK GATES, 1.5M X 4.3M DOUBLE",EACH   ,CH LK GATE 1.5X4.3 DB,
M6641540,"CHAIN LINK GATES, 1.5M X 4.9M DOUBLE",EACH   ,CH LK GATE 1.5X4.9 DB,
M6641550,"CHAIN LINK GATES, 1.5M X 5.5M DOUBLE",EACH   ,CH LK GATE 1.5X5.5 DB,
M6641560,"CHAIN LINK GATES, 1.5M X 6.1M DOUBLE",EACH   ,CH LK GATE 1.5X6.1 DB,
M6641570,"CHAIN LINK GATES, 1.5M X 6.7M DOUBLE",EACH   ,CH LK GATE 1.5X6.7 DB,
M6641580,"CHAIN LINK GATES, 1.5M X 7.3M DOUBLE",EACH   ,CH LK GATE 1.5X7.3 DB,
M6641600,"CHAIN LINK GATES, 1.8M X 2.4M DOUBLE",EACH   ,CH LK GATE 1.8X2.4 DB,
M6641610,"CHAIN LINK GATES, 1.8M X 3.0M DOUBLE",EACH   ,CH LK GATE 1.8X3.0 DB,
M6641620,"CHAIN LINK GATES, 1.8M X 3.7M DOUBLE",EACH   ,CH LK GATE 1.8X3.7 DB,
M6641630,"CHAIN LINK GATES, 1.8M X 4.3M DOUBLE",EACH   ,CH LK GATE 1.8X4.3 DB,
M6641640,"CHAIN LINK GATES, 1.8M X 4.9M DOUBLE",EACH   ,CH LK GATE 1.8X4.9 DB,
M6641650,"CHAIN LINK GATES, 1.8M X 5.5M DOUBLE",EACH   ,CH LK GATE 1.8X5.5 DB,
M6641660,"CHAIN LINK GATES, 1.8M X 6.1M DOUBLE",EACH   ,CH LK GATE 1.8X6.1 DB,
M6641670,"CHAIN LINK GATES, 1.8M X 6.7M DOUBLE",EACH   ,CH LK GATE 1.8X6.7 DB,
M6641680,"CHAIN LINK GATES, 1.8M X 7.3M DOUBLE",EACH   ,CH LK GATE 1.8X7.3 DB,
M6641700,"CHAIN LINK GATES, 2.1M X 2.4M DOUBLE",EACH   ,CH LK GATE 2.1X2.4 DB,
M6641710,"CHAIN LINK GATES, 2.1M X 3.0M DOUBLE",EACH   ,CH LK GATE 2.1X3.0 DB,
M6641720,"CHAIN LINK GATES, 2.1M X 3.7M DOUBLE",EACH   ,CH LK GATE 2.1X3.7 DB,
M6641730,"CHAIN LINK GATES, 2.1M X 4.3M DOUBLE",EACH   ,CH LK GATE 2.1X4.3 DB,
M6641740,"CHAIN LINK GATES, 2.1M X 4.9M DOUBLE",EACH   ,CH LK GATE 2.1X4.9 DB,
M6641750,"CHAIN LINK GATES, 2.1M X 5.5M DOUBLE",EACH   ,CH LK GATE 2.1X5.5 DB,
M6641760,"CHAIN LINK GATES, 2.1M X 6.1M DOUBLE",EACH   ,CH LK GATE 2.1X6.1 DB,
M6641770,"CHAIN LINK GATES, 2.1M X 6.7M DOUBLE",EACH   ,CH LK GATE 2.1X6.7 DB,
M6641780,"CHAIN LINK GATES, 2.1M X 7.3M DOUBLE",EACH   ,CH LK GATE 2.1X7.3 DB,
M6641800,"CHAIN LINK GATES, 2.4M X 2.4M DOUBLE",EACH   ,CH LK GATE 2.4X2.4 DB,
M6641810,"CHAIN LINK GATES, 2.4M X 3.0M DOUBLE",EACH   ,CH LK GATE 2.4X3.0 DB,
M6641820,"CHAIN LINK GATES, 2.4M X 3.7M DOUBLE",EACH   ,CH LK GATE 2.4X3.7 DB,
M6641830,"CHAIN LINK GATES, 2.4M X 4.3M DOUBLE",EACH   ,CH LK GATE 2.4X4.3 DB,
M6641840,"CHAIN LINK GATES, 2.4M X 4.9M DOUBLE",EACH   ,CH LK GATE 2.4X4.9 DB,
M6641850,"CHAIN LINK GATES, 2.4M X 5.5M DOUBLE",EACH   ,CH LK GATE 2.4X5.5 DB,
M6641860,"CHAIN LINK GATES, 2.4M X 6.1M DOUBLE",EACH   ,CH LK GATE 2.4X6.1 DB,
M6641870,"CHAIN LINK GATES, 2.4M X 6.7M DOUBLE",EACH   ,CH LK GATE 2.4X6.7 DB,
M6641880,"CHAIN LINK GATES, 2.4M X 7.3M DOUBLE",EACH   ,CH LK GATE 2.4X7.3 DB,
M6650100,"WOVEN WIRE FENCE, 1.2 METER",METER  ,WOV W FENCE   1.2,
M6650200,"WOVEN WIRE GATES, 1.2M X 0.9M SINGLE",EACH   ,WOV W GATE 1.2X0.9 SL,
M6650210,"WOVEN WIRE GATES, 1.2M X 1.2M SINGLE",EACH   ,WOV W GATE 1.2X1.2 SL,
M6650220,"WOVEN WIRE GATES, 1.2M X 1.5M SINGLE",EACH   ,WOV W GATE 1.2X1.5 SL,
M6650230,"WOVEN WIRE GATES, 1.2M X 1.8M SINGLE",EACH   ,WOV W GATE 1.2X1.8 SL,
M6650240,"WOVEN WIRE GATES, 1.2M X 2.1M SINGLE",EACH   ,WOV W GATE 1.2X2.1 SL,
M6650250,"WOVEN WIRE GATES, 1.2M X 2.4M SINGLE",EACH   ,WOV W GATE 1.2X2.4 SL,
M6650260,"WOVEN WIRE GATES, 1.2M X 2.7M SINGLE",EACH   ,WOV W GATE 1.2X2.7 SL,
M6650270,"WOVEN WIRE GATES, 1.2M X 3.0M SINGLE",EACH   ,WOV W GATE 1.2X3.0 SL,
M6650280,"WOVEN WIRE GATES, 1.2M X 3.3M SINGLE",EACH   ,WOV W GATE 1.2X3.3 SL,
M6650290,"WOVEN WIRE GATES, 1.2M X 3.7M SINGLE",EACH   ,WOV W GATE 1.2X3.7 SL,
M6650300,"WOVEN WIRE GATES, 1.2M X 2.4M DOUBLE",EACH   ,WOV W GATES 1.2X2.4 D,
M6650310,"WOVEN WIRE GATES, 1.2M X 3.0M DOUBLE",EACH   ,WOV W GATES 1.2X3.0 D,
M6650320,"WOVEN WIRE GATES, 1.2M X 3.7M DOUBLE",EACH   ,WOV W GATES 1.2X3.7 D,
M6650330,"WOVEN WIRE GATES, 1.2M X 4.3M DOUBLE",EACH   ,WOV W GATES 1.2X4.3 D,
M6650340,"WOVEN WIRE GATES, 1.2M X 4.9M DOUBLE",EACH   ,WOV W GATES 1.2X4.9 D,
M6650350,"WOVEN WIRE GATES, 1.2M X 5.5M DOUBLE",EACH   ,WOV W GATES 1.2X5.5 D,
M6650360,"WOVEN WIRE GATES, 1.2M X 6.1M DOUBLE",EACH   ,WOV W GATES 1.2X6.1 D,
M6650370,"WOVEN WIRE GATES, 1.2M X 6.7M DOUBLE",EACH   ,WOV W GATES 1.2X6.7 D,
M6650380,"WOVEN WIRE GATES, 1.2M X 7.3M DOUBLE",EACH   ,WOV W GATES 1.2X7.3 D,
M6690100,BACKFILL PLUGS,CU M   ,BACKFILL PLUGS,
M6690101,ENGINEERED BARRIER,SQ M   ,ENGINEERED BARRIER,*
M6690200,NON-SPECIAL WASTE DISPOSAL,CU M   ,NON SPL WASTE DISPOSL,
M6690205,SPECIAL WASTE DISPOSAL,CU M   ,SPL WASTE DISPOSAL,
M6690210,HAZARDOUS WASTE DISPOSAL,CU M   ,HAZARD WASTE DISPOSAL,
M6690215,RESTRICTED FILL DISPOSAL,CU M   ,RESTRICTED FILL DISP,
M6690400,SPECIAL WASTE GROUNDWATER DISPOSAL,LITER  ,SPL WAST GRD WAT DISP,
M6690425,HAZARDOUS WASTE GROUNDWATER DISPOSAL,LITER  ,HAZ WAST GRD WAT DISP,
M7010442,TEMPORARY WATER FILLED BARRIER,METER  ,TEMP WAT FILL BARRIER,
M7030100,SHORT TERM PAVEMENT MARKING,METER  ,SHORT TERM PAVT MKING,
M7030210,TEMPORARY PAVEMENT MARKING LETTERS AND SYMBOLS,SQ M   ,TEMP PVT MK LTR & SYM,
M7030220,TEMPORARY PAVEMENT MARKING - LINE 100MM,METER  ,TEMP PVT MK LINE 100,
M7030230,TEMPORARY PAVEMENT MARKING - LINE 125MM,METER  ,TEMP PVT MK LINE 125,
M7030240,TEMPORARY PAVEMENT MARKING - LINE 150MM,METER  ,TEMP PVT MK LINE 150,
M7030250,TEMPORARY PAVEMENT MARKING - LINE 200MM,METER  ,TEMP PVT MK LINE 200,
M7030260,TEMPORARY PAVEMENT MARKING - LINE 300MM,METER  ,TEMP PVT MK LINE 300,
M7030270,TEMPORARY PAVEMENT MARKING - LINE 400MM,METER  ,TEMP PVT MK LINE 400,
M7030280,TEMPORARY PAVEMENT MARKING - LINE 600MM,METER  ,TEMP PVT MK LINE 600,
M7030510,"PAVEMENT MARKING TAPE, TYPE III - LETTERS AND SYMBOLS",SQ M   ,PAVT MARK TAPE T3 L&S,
M7030520,"PAVEMENT MARKING TAPE, TYPE III   100MM",METER  ,PAVT MARK TAPE T3 100,
M7030530,"PAVEMENT MARKING TAPE, TYPE III   125MM",METER  ,PAVT MARK TAPE T3 125,
M7030540,"PAVEMENT MARKING TAPE, TYPE III   150MM",METER  ,PAVT MARK TAPE T3 150,
M7030550,"PAVEMENT MARKING TAPE, TYPE III   200MM",METER  ,PAVT MARK TAPE T3 200,
M7030560,"PAVEMENT MARKING TAPE, TYPE III   300MM",METER  ,PAVT MARK TAPE T3 300,
M7030580,"PAVEMENT MARKING TAPE, TYPE III   600MM",METER  ,PAVT MARK TAPE T3 600,
M7031000,WORK ZONE PAVEMENT MARKING REMOVAL,SQ M   ,WORK ZONE PAVT MK REM,
M7040100,TEMPORARY CONCRETE BARRIER,METER  ,TEMP CONC BARRIER,
M7040200,RELOCATE TEMPORARY CONCRETE BARRIER,METER  ,REL TEMP CONC BARRIER,
M7040300,"RELOCATE TEMPORARY CONCRETE BARRIER, STATE OWNED",METER  ,REL TEMP CONC BAR  SO,
M7040400,"TEMPORARY CONCRETE BARRIER, STATE OWNED",METER  ,TEMP CON BAR   ST OWN,
M7050100,"TEMPORARY STEEL PLATE BEAM GUARDRAIL, TYPE A",METER  ,TEMP SPBGR TY A,
M7050200,"TEMPORARY STEEL PLATE BEAM GUARDRAIL, TYPE B",METER  ,TEMP SPBGR TY B,
M7050300,"TEMPORARY STEEL PLATE BEAM GUARDRAIL, TYPE C",METER  ,TEMP SPBGR TY C,
M7050400,"TEMPORARY STEEL PLATE BEAM GUARDRAIL, TYPE D",METER  ,TEMP SPBGR TY D,
M7050500,"TEMPORARY STEEL PLATE BEAM GUARDRAIL, ATTACHED TO STRUCTURES",METER  ,TEMP SPBGR ATT TO STR,
M7200100,SIGN PANEL - TYPE 1,SQ M   ,SIGN PANEL T1,
M7200200,SIGN PANEL - TYPE 2,SQ M   ,SIGN PANEL T2,
M7200300,SIGN PANEL - TYPE 3,SQ M   ,SIGN PANEL T3,
M7210100,SIGN PANEL OVERLAY,SQ M   ,SIGN PANEL OVERLAY,
M7230100,INSTALL EXISTING SIGN PANEL,SQ M   ,INSTALL EX SIGN PANEL,
M7240310,REMOVE SIGN PANEL - TYPE 1,SQ M   ,REMOV SIGN PANEL T1,
M7240320,REMOVE SIGN PANEL - TYPE 2,SQ M   ,REMOV SIGN PANEL T2,
M7240330,REMOVE SIGN PANEL - TYPE 3,SQ M   ,REMOV SIGN PANEL T3,
M7240710,RELOCATE SIGN PANEL - TYPE 1,SQ M   ,RELOC SIGN PANEL T1,
M7240720,RELOCATE SIGN PANEL - TYPE 2,SQ M   ,RELOC SIGN PANEL T2,
M7240730,RELOCATE SIGN PANEL - TYPE 3,SQ M   ,RELOC SIGN PANEL T3,
M7270100,STRUCTURAL STEEL SIGN SUPPORT - BREAKAWAY,KG     ,STR STL SIN SUP BA,
M7270200,TUBULAR STEEL SIGN SUPPORT - BREAKAWAY,KG     ,TUB STL SN SUPPORT BA,
M7280100,TELESCOPING STEEL SIGN SUPPORT,METER  ,TELES STL SIN SUPPORT,
M7290100,METAL POST - TYPE A,METER  ,METAL POST TY A,
M7290200,METAL POST - TYPE B,METER  ,METAL POST TY B,
M7300100,WOOD SIGN SUPPORT,METER  ,WOOD SIN SUPPORT,
M7330010,"OVERHEAD SIGN STRUCTURE - SPAN, TYPE I-A (1.22M X 1.37M)",METER  ,OVHD SIN STR-SPAN T1A,
M7330020,"OVERHEAD SIGN STRUCTURE - SPAN, TYPE II-A (1.37M X 1.60M)",METER  ,OVHD SIN STR-SPAN T2A,
M7330030,"OVERHEAD SIGN STRUCTURE - SPAN, TYPE III-A (1.53M X 2.14M)",METER  ,OVHD SIN STR-SPAN T3A,
M7330040,"OVERHEAD SIGN STRUCTURE - SPAN, TYPE IV-A (1.83M X 2.44M)",METER  ,OVHD SIN STR-SPAN T4A,
M7330205,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE I-C-A (0.61M X 1.37M)",METER  ,OSS CAN 1CA 0.61X1.37,
M7330210,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE I-C-A (0.76M X 1.37M)",METER  ,OSS CAN 1CA 0.76X1.37,
M7330215,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE I-C-A (0.90M X 1.37M)",METER  ,OSS CAN 1CA 0.90X1.37,
M7330225,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE II-C-A (0.61M X 1.68M)",METER  ,OSS CAN 2CA 0.61X1.68,
M7330230,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE II-C-A (0.76M X 1.68M)",METER  ,OSS CAN 2CA 0.76X1.68,
M7330235,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE II-C-A (0.90M X 1.68M)",METER  ,OSS CAN 2CA 0.90X1.68,
M7330245,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE III-C-A (0.61M X 2.14M)",METER  ,OSS CAN 3CA 0.61X2.14,
M7330250,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE III-C-A (0.76M X 2.14M)",METER  ,OSS CAN 3CA 0.76X2.14,
M7330255,"OVERHEAD SIGN STRUCTURE - CANTILEVER, TYPE III-C-A (0.90M X 2.14M)",METER  ,OSS CAN 3CA 0.90X2.14,
M7330300,OVERHEAD SIGN STRUCTURE - MONOTUBE,METER  ,OH SN STR-MOTUBE,
M7330400,OVERHEAD SIGN STRUCTURE - BRIDGE MOUNTED,METER  ,OVHD SIN STR BR MT,
M7330810,"OVERHEAD SIGN STRUCTURE WALKWAY, TYPE A",METER  ,OSS WALKWAY TY A,
M7330840,"OVERHEAD SIGN STRUCTURE WALKWAY, CANTILEVER, TYPE A",METER  ,OSS WALKWAY CANT TA,
M7340100,CONCRETE FOUNDATIONS,CU M   ,CONC FOUNDATION,
M7340200,DRILLED SHAFT CONCRETE FOUNDATIONS,CU M   ,DRILL SHAFT CONC FDN,
M7800100,THERMOPLASTIC PAVEMENT MARKING - LETTERS AND SYMBOLS,SQ M   ,THPL PVT MK LTR & SYM,
M7800105,THERMOPLASTIC PAVEMENT MARKING - LINE  100MM,METER  ,THPL PVT MK LINE  100,
M7800110,THERMOPLASTIC PAVEMENT MARKING - LINE  125MM,METER  ,THPL PVT MK LINE  125,
M7800115,THERMOPLASTIC PAVEMENT MARKING - LINE  150MM,METER  ,THPL PVT MK LINE  150,
M7800120,THERMOPLASTIC PAVEMENT MARKING - LINE  200MM,METER  ,THPL PVT MK LINE  200,
M7800125,THERMOPLASTIC PAVEMENT MARKING - LINE  300MM,METER  ,THPL PVT MK LINE  300,
M7800130,THERMOPLASTIC PAVEMENT MARKING - LINE  400MM,METER  ,THPL PVT MK LINE  400,
M7800135,THERMOPLASTIC PAVEMENT MARKING - LINE  450MM,METER  ,THPL PVT MK LINE  450,
M7800140,THERMOPLASTIC PAVEMENT MARKING - LINE  600MM,METER  ,THPL PVT MK LINE  600,
M7800150,THERMOPLASTIC PAVEMENT MARKING - LINE  750MM,METER  ,THPL PVT MK LINE  750,
M7800200,PAINT PAVEMENT MARKING - LETTERS AND SYMBOLS,SQ M   ,PT PVT MK LTRS & SYMB,
M7800205,PAINT PAVEMENT MARKING - LINE  100MM,METER  ,PAINT PVT MK LN   100,
M7800210,PAINT PAVEMENT MARKING - LINE  125MM,METER  ,PAINT PVT MK LN   125,
M7800215,PAINT PAVEMENT MARKING - LINE  150MM,METER  ,PAINT PVT MK LN   150,
M7800220,PAINT PAVEMENT MARKING - LINE  200MM,METER  ,PAINT PVT MK LN   200,
M7800225,PAINT PAVEMENT MARKING - LINE  300MM,METER  ,PAINT PVT MK LN   300,
M7800230,PAINT PAVEMENT MARKING - LINE  400MM,METER  ,PAINT PVT MK LN   400,
M7800235,PAINT PAVEMENT MARKING - LINE  450MM,METER  ,PAINT PVT MK LN   450,
M7800240,PAINT PAVEMENT MARKING - LINE  600MM,METER  ,PAINT PVT MK LN   600,
M7800350,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LETTERS AND SYMBOLS",SQ M   ,PREF PL PM TB INL L&S,
M7800355,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  100MM",METER  ,PREF PL PM TB INL 100,
M7800360,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  125MM",METER  ,PREF PL PM TB INL 125,
M7800365,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  150MM",METER  ,PREF PL PM TB INL 150,
M7800370,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  200MM",METER  ,PREF PL PM TB INL 200,
M7800375,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  300MM",METER  ,PREF PL PM TB INL 300,
M7800380,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  400MM",METER  ,PREF PL PM TB INL 400,
M7800390,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - INLAID - LINE  600MM",METER  ,PREF PL PM TB INL 600,
M7800400,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LETTERS AND SYMBOLS",SQ M   ,PREF PL PM TB LTR-SYM,
M7800405,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  100MM",METER  ,PREF PL PM TB LN  100,
M7800410,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  125MM",METER  ,PREF PL PM TB LN  125,
M7800415,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  150MM",METER  ,PREF PL PM TB LN  150,
M7800420,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  200MM",METER  ,PREF PL PM TB LN  200,
M7800425,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  300MM",METER  ,PREF PL PM TB LN  300,
M7800430,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  400MM",METER  ,PREF PL PM TB LN  400,
M7800440,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE B - LINE  600MM",METER  ,PREF PL PM TB LN  600,
M7800500,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LETTERS AND SYMBOLS",SQ M   ,PREF PL PM TC LTR-SYM,
M7800505,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  100MM",METER  ,PREF PL PM TC LN  100,
M7800510,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  125MM",METER  ,PREF PL PM TC LN  125,
M7800515,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  150MM",METER  ,PREF PL PM TC LN  150,
M7800520,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  200MM",METER  ,PREF PL PM TC LN  200,
M7800525,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  300MM",METER  ,PREF PL PM TC LN  300,
M7800530,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  400MM",METER  ,PREF PL PM TC LN  400,
M7800540,"PREFORMED PLASTIC PAVEMENT MARKING, TYPE C - LINE  600MM",METER  ,PREF PL PM TC LN  600,
M7800600,EPOXY PAVEMENT MARKING - LETTERS AND SYMBOLS,SQ M   ,EPOXY PVT MK LTR-SYM,
M7800605,EPOXY PAVEMENT MARKING - LINE  100MM,METER  ,EPOXY PVT MK LN   100,
M7800610,EPOXY PAVEMENT MARKING - LINE  125MM,METER  ,EPOXY PVT MK LN   125,
M7800615,EPOXY PAVEMENT MARKING - LINE  150MM,METER  ,EPOXY PVT MK LN   150,
M7800620,EPOXY PAVEMENT MARKING - LINE  200MM,METER  ,EPOXY PVT MK LN   200,
M7800625,EPOXY PAVEMENT MARKING - LINE  300MM,METER  ,EPOXY PVT MK LN   300,
M7800630,EPOXY PAVEMENT MARKING - LINE  400MM,METER  ,EPOXY PVT MK LN   400,
M7800640,EPOXY PAVEMENT MARKING - LINE  600MM,METER  ,EPOXY PVT MK LN   600,
M7800700,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LETTERS AND SYMBOLS,SQ M   ,PREF THPL PM LTR-SYM,
M7800705,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  100MM,METER  ,PREF THPL PM LN   100,
M7800710,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  125MM,METER  ,PREF THPL PM LN   125,
M7800715,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  150MM,METER  ,PREF THPL PM LN   150,
M7800720,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  200MM,METER  ,PREF THPL PM LN   200,
M7800725,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  300MM,METER  ,PREF THPL PM LN   300,
M7800730,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  400MM,METER  ,PREF THPL PM LN   400,
M7800740,PREFORMED THERMOPLASTIC PAVEMENT MARKING - LINE  600MM,METER  ,PREF THPL PM LN   600,
M7800800,PERMANENT PAVEMENT MARKING - LETTERS AND SYMBOLS,SQ M   ,PERM PVT MK LTR-SYM,
M7800805,PERMANENT PAVEMENT MARKING - LINE  100MM,METER  ,PERM PVT MK - LN  100,
M7800810,PERMANENT PAVEMENT MARKING - LINE  125MM,METER  ,PERM PVT MK - LN  125,
M7800815,PERMANENT PAVEMENT MARKING - LINE  150MM,METER  ,PERM PVT MK - LN  150,
M7800820,PERMANENT PAVEMENT MARKING - LINE  200MM,METER  ,PERM PVT MK - LN  200,
M7800825,PERMANENT PAVEMENT MARKING - LINE  300MM,METER  ,PERM PVT MK - LN  300,
M7800830,PERMANENT PAVEMENT MARKING - LINE  400MM,METER  ,PERM PVT MK - LN  400,
M7800840,PERMANENT PAVEMENT MARKING - LINE  600MM,METER  ,PERM PVT MK - LN  600,
M7802000,POLYUREA PAVEMENT MARKING TYPE I - LETTERS AND SYMBOLS,SQ M   ,POLYUREA PM T1 LTR&SY,
M7802010,POLYUREA PAVEMENT MARKING TYPE I - LINE 100MM,METER  ,POLYUREA PM T1 LN 100,
M7802012,POLYUREA PAVEMENT MARKING TYPE I - LINE 125MM,METER  ,POLYUREA PM T1 LN 125,
M7802015,POLYUREA PAVEMENT MARKING TYPE I - LINE 150MM,METER  ,POLYUREA PM T1 LN 150,
M7802030,POLYUREA PAVEMENT MARKING TYPE I - LINE 300MM,METER  ,POLYUREA PM T1 LN 300,
M7802060,POLYUREA PAVEMENT MARKING TYPE I - LINE 600MM,METER  ,POLYUREA PM T1 LN 600,
M7802070,POLYUREA PAVEMENT MARKING TYPE II - LINE 100MM,METER  ,POLYUREA PM T2 LN 100,
M7802080,POLYUREA PAVEMENT MARKING TYPE II - LINE 200MM,METER  ,POLYUREA PM T2 LN 200,
M7802090,POLYUREA PAVEMENT MARKING TYPE II - LINE 300MM,METER  ,POLYUREA PM T2 LN 300,
M7802100,POLYUREA PAVEMENT MARKING TYPE II- LETTERS AND SYMBOLS,SQ M   ,POLYUREA PM T2 LTR&SY,
M7802160,POLYUREA PAVEMENT MARKING TYPE II- LINE 600MM,METER  ,POLYUREA PM T2 LN 600,
M7809000,MODIFIED URETHANE PAVEMENT MARKING - LETTERS AND SYMBOLS,SQ M   ,MOD URETH PM LTR-SYM,*
M7809100,MODIFIED URETHANE PAVEMENT MARKING - LINE 100MM,METER  ,MOD URETH PM LINE 100,
M7809125,MODIFIED URETHANE PAVEMENT MARKING - LINE 125MM,METER  ,MOD URETH PM LINE 125,
M7809150,MODIFIED URETHANE PAVEMENT MARKING - LINE 150MM,METER  ,MOD URETH PM LINE 150,
M7809200,MODIFIED URETHANE PAVEMENT MARKING - LINE 200MM,METER  ,MOD URETH PM LINE 200,
M7809300,MODIFIED URETHANE PAVEMENT MARKING - LINE 300MM,METER  ,MOD URETH PM LINE 300,
M7809400,MODIFIED URETHANE PAVEMENT MARKING - LINE 400MM,METER  ,MOD URETH PM LINE 400,
M7809600,MODIFIED URETHANE PAVEMENT MARKING - LINE 600MM,METER  ,MOD URETH PM LINE 600,
M7830100,PAVEMENT MARKING REMOVAL,SQ M   ,PAVT MARKING REMOVAL,
M8030010,LOCATING UNDERGROUND CABLE,METER  ,LOCATE UNDERGR CABLE,
M8101150,"UNDERGROUND CONDUIT, GALVANIZED STEEL, 15MM DIA.",METER  ,UNDRGRD C GALVS    15,
M8101152,"UNDERGROUND CONDUIT, GALVANIZED STEEL, 20MM DIA.",METER  ,UNDRGRD C GALVS    20,
M8101154,"UNDERGROUND CONDUIT, GALVANIZED STEEL, 25MM DIA.",METER  ,UNDRGRD C GALVS    25,
